,degreeID,n,rank
2535,"51.2003,17",150,1052
288,"13.0699,7",149,1053
581,"14.2301,17",148,1054
2991,"54.0108,7",148,1055
1138,"26.0599,5",148,1056
1374,"3.0205,7",148,1057
1624,"4.0501,7",147,1058
428,"13.1321,7",147,1059
933,"19.0706,7",146,1060
180,"11.0802,5",146,1061
2711,"51.3808,18",146,1062
742,"15.9999,7",145,1063
370,"13.1299,5",144,1064
7,"1.0103,17",144,1065
2162,"50.0101,7",144,1066
563,"14.1401,17",143,1067
1040,"24.0102,7",143,1068
2859,"52.0899,5",142,1069
1411,"3.0601,7",142,1070
2677,"51.3399,5",141,1071
3038,"9.0905,7",141,1072
2725,"51.3812,7",141,1073
189,"11.0899,7",141,1074
2798,"52.021,7",141,1075
3012,"9.0404,5",141,1076
1707,"40.0607,17",140,1077
2003,"45.1002,5",140,1078
1475,"30.2301,7",139,1079
1528,"31.9999,5",139,1080
2471,"51.1004,5",139,1081
765,"16.03,5",139,1082
2702,"51.3805,18",138,1083
2868,"52.0904,7",137,1084
2604,"51.2305,7",137,1085
422,"13.1319,7",137,1086
2132,"5.02,5",137,1087
1394,"3.0506,5",137,1088
1392,"3.0502,7",137,1089
3039,"9.0906,5",136,1090
1830,"42.2814,5",136,1091
2703,"51.3805,5",136,1092
1276,"26.1399,5",136,1093
660,"15.0503,5",136,1094
1066,"26.0203,5",135,1095
2821,"52.0399,5",135,1096
1213,"26.1001,7",135,1097
559,"14.1201,7",134,1098
216,"12.0504,5",133,1099
2191,"50.0409,7",133,1100
73,"1.0905,5",133,1101
2699,"51.3804,18",133,1102
347,"13.1201,17",132,1103
2544,"51.2006,7",132,1104
899,"19.0402,5",132,1105
1999,"45.0999,7",132,1106
1120,"26.0499,7",131,1107
2551,"51.201,17",131,1108
1869,"43.0117,7",131,1109
1314,"27.0304,5",131,1110
873,"16.1601,5",131,1111
2793,"52.0208,7",131,1112
2860,"52.0899,7",131,1113
1236,"26.1103,17",130,1114
814,"16.09,5",130,1115
1119,"26.0499,5",129,1116
1769,"42.2704,17",129,1117
310,"13.1007,5",128,1118
590,"14.2701,17",128,1119
1290,"26.1504,5",128,1120
64,"1.0901,17",128,1121
2909,"52.1299,5",127,1122
2553,"51.201,7",127,1123
152,"11.0102,7",127,1124
2254,"50.0711,5",127,1125
1328,"27.0502,7",126,1126
1459,"30.1901,17",126,1127
978,"22.0207,7",126,1128
226,"13.0201,5",126,1129
1143,"26.0702,17",126,1130
1655,"40.0401,17",125,1131
2296,"50.091,7",125,1132
1173,"26.0806,7",125,1133
494,"14.0301,17",125,1134
647,"15.0305,7",124,1135
184,"11.0803,7",123,1136
1088,"26.0301,17",123,1137
1726,"40.0807,7",122,1138
1118,"26.0499,17",122,1139
116,"1.1201,7",122,1140
1226,"26.1007,7",122,1141
292,"13.0901,17",122,1142
1633,"4.0902,5",121,1143
922,"19.0701,17",121,1144
1389,"3.0501,7",121,1145
2536,"51.2003,5",121,1146
2796,"52.0209,7",120,1147
2537,"51.2003,7",120,1148
2353,"51.0204,18",120,1149
1255,"26.1303,5",120,1150
524,"14.0804,7",119,1151
1127,"26.0503,7",119,1152
1845,"43.0104,17",119,1153
3001,"9.0102,17",119,1154
1055,"25.9999,7",119,1155
1558,"38.0206,5",119,1156
79,"1.0907,5",118,1157
108,"1.1106,5",118,1158
2289,"50.0907,7",117,1159
435,"13.1324,5",117,1160
1052,"25.0103,7",117,1161
1081,"26.021,17",117,1162
2521,"51.1509,7",116,1163
1102,"26.0401,17",116,1164
1929,"44.0702,5",115,1165
1132,"26.0507,17",115,1166
2067,"5.0103,7",115,1167
143,"10.0399,5",114,1168
2709,"51.3807,7",114,1169
1315,"27.0304,7",114,1170
2204,"50.0502,7",114,1171
48,"1.0605,5",114,1172
1525,"31.0601,5",113,1173
1737,"40.0899,7",113,1174
1450,"30.1501,7",113,1175
1702,"40.0603,7",113,1176
2512,"51.1505,17",113,1177
130,"10.0202,7",112,1178
2983,"54.0104,5",111,1179
379,"13.1303,7",111,1180
704,"15.1001,7",111,1181
1151,"26.0708,5",110,1182
1493,"30.3201,5",110,1183
1689,"40.051,5",110,1184
301,"13.1003,7",110,1185
1417,"30.0,7",110,1186
560,"14.1301,17",109,1187
1179,"26.0901,17",109,1188
2062,"5.0102,17",109,1189
535,"14.0902,7",109,1190
1587,"39.0604,5",109,1191
597,"14.3201,5",109,1192
2049,"49.0104,7",109,1193
2357,"51.0299,5",108,1194
2347,"51.0202,7",108,1195
1357,"3.0103,17",108,1196
248,"13.0404,17",108,1197
2366,"51.0503,7",107,1198
1124,"26.0503,17",107,1199
31,"1.0307,5",107,1200
1998,"45.0999,5",107,1201
2183,"50.0406,5",107,1202
1807,"42.2806,5",107,1203
2764,"51.9999,17",106,1204
2824,"52.0402,5",106,1205
713,"15.1202,7",106,1206
1836,"42.9999,17",106,1207
852,"16.12,17",105,1208
1135,"26.0508,5",105,1209
51,"1.0607,5",105,1210
3042,"9.0907,7",105,1211
3037,"9.0905,5",105,1212
2288,"50.0907,5",105,1213
587,"14.2501,17",105,1214
990,"22.0212,7",104,1215
2583,"51.2209,7",104,1216
126,"10.0105,5",104,1217
369,"13.1299,17",103,1218
1148,"26.0707,5",103,1219
1521,"31.0508,7",102,1220
2269,"50.0902,5",102,1221
2046,"49.0101,7",102,1222
1009,"23.1301,7",102,1223
1354,"3.0101,17",102,1224
445,"13.1328,7",102,1225
1140,"26.0701,17",102,1226
2831,"52.0501,7",101,1227
1643,"40.0201,17",101,1228
211,"12.0301,5",101,1229
1478,"30.2501,7",101,1230
2961,"52.1999,5",101,1231
2352,"51.0204,17",101,1232
2182,"50.0404,7",100,1233
43,"1.0601,5",100,1234
965,"22.0201,5",100,1235
2571,"51.2205,7",100,1236
2299,"50.0911,7",99,1237
100,"1.1103,7",99,1238
1144,"26.0702,5",99,1239
2250,"50.0709,5",99,1240
626,"14.4201,5",99,1241
1016,"23.1304,17",98,1242
39,"1.0401,5",98,1243
2929,"52.1403,7",98,1244
552,"14.1099,5",98,1245
416,"13.1317,7",97,1246
2143,"5.0206,5",97,1247
95,"1.1102,17",97,1248
2634,"51.2501,18",97,1249
317,"13.1009,7",97,1250
1982,"45.0699,7",97,1251
2926,"52.1402,7",96,1252
1617,"4.0301,17",96,1253
1880,"43.0202,7",96,1254
187,"11.0804,7",96,1255
2211,"50.0506,7",96,1256
1605,"39.0705,5",95,1257
2298,"50.0911,5",95,1258
719,"15.1302,5",95,1259
1437,"30.1201,5",95,1260
712,"15.1202,5",95,1261
816,"16.0901,17",95,1262
2073,"5.0106,5",94,1263
2196,"50.0411,7",94,1264
94,"1.1101,7",94,1265
1763,"42.2701,5",94,1266
1785,"42.2799,17",94,1267
577,"14.2101,7",93,1268
1471,"30.2202,5",93,1269
1073,"26.0205,7",93,1270
652,"15.0403,5",93,1271
264,"13.041,5",93,1272
1608,"39.0799,5",93,1273
1892,"43.0303,5",93,1274
777,"16.0399,5",93,1275
1455,"30.1701,7",92,1276
1065,"26.0203,17",92,1277
2546,"51.2007,18",92,1278
409,"13.1315,17",92,1279
2854,"52.0807,5",91,1280
1917,"44.0503,5",91,1281
280,"13.0603,7",91,1282
1333,"27.0599,5",91,1283
598,"14.3201,7",91,1284
2698,"51.3804,17",90,1285
300,"13.1003,5",90,1286
1373,"3.0205,5",89,1287
2039,"47.0609,5",89,1288
1565,"38.9999,7",89,1289
963,"22.0201,17",89,1290
2754,"51.3822,7",89,1291
443,"13.1327,7",89,1292
667,"15.0507,7",89,1293
2434,"51.0901,5",88,1294
793,"16.0501,7",88,1295
14,"1.0199,5",88,1296
36,"1.0309,5",88,1297
1286,"26.1503,17",87,1298
401,"13.1312,17",87,1299
1571,"39.0301,7",87,1300
2723,"51.3811,5",87,1301
385,"13.1306,5",86,1302
2574,"51.2206,7",86,1303
766,"16.03,7",86,1304
1468,"30.2201,5",86,1305
2159,"5.0299,7",86,1306
2010,"45.1099,7",86,1307
276,"13.0601,17",86,1308
2755,"51.3899,17",86,1309
230,"13.0202,7",86,1310
1645,"40.0201,7",85,1311
35,"1.0308,7",85,1312
2213,"50.0507,7",85,1313
2212,"50.0507,5",85,1314
815,"16.09,7",85,1315
1863,"43.0113,5",85,1316
2490,"51.1107,5",85,1317
2593,"51.2299,17",85,1318
2344,"51.0202,17",85,1319
1048,"25.0101,5",85,1320
2865,"52.0903,7",85,1321
2832,"52.0601,17",85,1322
2907,"52.1207,7",85,1323
1823,"42.2812,17",85,1324
1584,"39.0602,18",85,1325
266,"13.0411,17",84,1326
504,"14.0601,5",84,1327
555,"14.1101,5",84,1328
1490,"30.3101,5",84,1329
1204,"26.0911,17",84,1330
433,"13.1323,5",84,1331
263,"13.041,17",83,1332
136,"10.0302,5",83,1333
434,"13.1323,7",83,1334
2585,"51.221,5",83,1335
1344,"29.0207,7",83,1336
1578,"39.0501,7",83,1337
392,"13.1308,7",83,1338
2994,"54.0199,7",83,1339
1933,"44.9999,17",82,1340
1162,"26.0802,17",82,1341
1706,"40.0605,7",82,1342
1028,"23.1404,7",82,1343
2995,"9.01,17",82,1344
2842,"52.0799,5",82,1345
1613,"4.0201,17",82,1346
1218,"26.1004,5",82,1347
2762,"51.3999,5",82,1348
586,"14.2401,7",82,1349
850,"16.1199,5",81,1350
1257,"26.1304,5",81,1351
1735,"40.0899,17",81,1352
1149,"26.0707,7",81,1353
829,"16.0908,5",81,1354
2906,"52.1207,5",80,1355
1133,"26.0507,7",80,1356
2083,"5.011,5",80,1357
556,"14.1101,7",80,1358
1090,"26.0301,7",79,1359
1203,"26.091,7",79,1360
4,"1.0101,7",79,1361
59,"1.0801,7",79,1362
2614,"51.2308,7",79,1363
628,"14.4301,5",79,1364
20,"1.0301,5",78,1365
2565,"51.2202,17",78,1366
1266,"26.1307,7",78,1367
436,"13.1324,7",78,1368
696,"15.0803,7",77,1369
1519,"31.0507,5",77,1370
1540,"38.0103,5",77,1371
1272,"26.131,17",77,1372
2701,"51.3805,17",77,1373
62,"1.0899,5",77,1374
1895,"43.0399,5",77,1375
1757,"41.9999,7",76,1376
164,"11.0201,7",76,1377
541,"14.0999,7",76,1378
2358,"51.0299,7",76,1379
1244,"26.1199,7",76,1380
2200,"50.0501,17",76,1381
2538,"51.2004,17",75,1382
671,"15.0607,5",75,1383
1261,"26.1305,7",75,1384
1370,"3.0204,5",75,1385
1251,"26.1302,17",74,1386
1829,"42.2814,17",74,1387
2026,"46.0412,5",74,1388
1330,"27.0503,5",73,1389
282,"13.0604,7",73,1390
692,"15.0801,5",73,1391
2876,"52.0909,5",73,1392
1134,"26.0508,17",72,1393
194,"11.1001,7",72,1394
1212,"26.1001,5",72,1395
1195,"26.0908,17",72,1396
1458,"30.1801,7",72,1397
557,"14.1201,17",72,1398
2060,"5.0101,5",72,1399
554,"14.1101,17",71,1400
2375,"51.0508,7",71,1401
527,"14.0805,7",71,1402
153,"11.0103,17",71,1403
1924,"44.0599,7",71,1404
2990,"54.0108,5",71,1405
611,"14.3701,17",71,1406
2136,"5.0201,7",70,1407
670,"15.0599,7",70,1408
2592,"51.2212,7",70,1409
3034,"9.0904,5",70,1410
644,"15.0303,7",70,1411
1992,"45.0901,17",70,1412
1093,"26.0305,7",69,1413
1199,"26.0909,5",69,1414
2633,"51.2501,17",69,1415
1400,"3.0509,5",69,1416
650,"15.0401,5",69,1417
1137,"26.0599,17",68,1418
678,"15.0613,7",68,1419
255,"13.0407,17",68,1420
1429,"30.0801,7",68,1421
1171,"26.0806,17",68,1422
947,"19.0902,5",68,1423
1348,"29.0399,5",67,1424
2843,"52.0799,7",67,1425
259,"13.0408,5",67,1426
427,"13.1321,5",67,1427
2790,"52.0207,5",67,1428
1091,"26.0305,17",67,1429
646,"15.0305,5",67,1430
2925,"52.1402,5",67,1431
1700,"40.0603,17",67,1432
1217,"26.1004,17",67,1433
2302,"50.0912,5",66,1434
1639,"4.9999,7",66,1435
998,"22.0302,7",66,1436
278,"13.0601,7",66,1437
2155,"5.0211,5",65,1438
1918,"44.0503,7",65,1439
1580,"39.0601,18",65,1440
832,"16.0999,5",65,1441
596,"14.3201,17",65,1442
1531,"38.0001,5",65,1443
398,"13.1311,17",65,1444
690,"15.0799,5",65,1445
2844,"52.0801,17",64,1446
2306,"50.0913,7",64,1447
1900,"44.0,17",64,1448
1390,"3.0502,17",64,1449
1110,"26.0404,5",64,1450
244,"13.0402,7",64,1451
2550,"51.2009,7",64,1452
257,"13.0407,7",64,1453
791,"16.0501,17",64,1454
2879,"52.0999,7",63,1455
2962,"52.1999,7",63,1456
55,"1.0701,5",63,1457
1748,"40.9999,7",63,1458
2987,"54.0105,7",63,1459
1724,"40.0807,17",63,1460
1002,"22.9999,18",62,1461
441,"13.1327,17",62,1462
28,"1.0304,5",62,1463
2413,"51.0719,7",62,1464
1494,"30.3201,7",61,1465
2443,"51.0907,7",61,1466
1931,"44.0799,5",61,1467
938,"19.0708,7",61,1468
2275,"50.0904,17",61,1469
313,"13.1008,5",61,1470
687,"15.0702,7",60,1471
1524,"31.0599,7",60,1472
1223,"26.1006,7",60,1473
1331,"27.0503,7",60,1474
113,"1.1199,7",60,1475
1629,"4.0801,5",59,1476
58,"1.0801,5",59,1477
1365,"3.0199,7",59,1478
2839,"52.0703,5",59,1479
1136,"26.0508,7",58,1480
81,"1.0999,5",58,1481
2652,"51.2706,17",58,1482
2815,"52.0303,7",58,1483
420,"13.1319,17",58,1484
2027,"46.0415,5",58,1485
2165,"50.0201,5",58,1486
2575,"51.2207,17",58,1487
2880,"52.1001,17",58,1488
971,"22.0203,5",58,1489
234,"13.0299,7",57,1490
2673,"51.3303,18",57,1491
214,"12.0501,5",57,1492
448,"13.1329,7",57,1493
1407,"3.0599,5",57,1494
2735,"51.3817,17",57,1495
2038,"47.0608,5",57,1496
1418,"30.0101,17",56,1497
412,"13.1316,17",56,1498
469,"13.1399,17",56,1499
2690,"51.3802,17",56,1500
1339,"29.0201,7",56,1501
1958,"45.0401,17",56,1502
2616,"51.2309,7",56,1503
1352,"29.9999,5",56,1504
1225,"26.1007,5",56,1505
974,"22.0206,7",56,1506
946,"19.0901,7",56,1507
831,"16.0999,17",56,1508
1852,"43.0107,7",56,1509
789,"16.05,5",56,1510
2014,"45.1201,17",55,1511
168,"11.0301,5",55,1512
2756,"51.3899,18",55,1513
1766,"42.2703,17",55,1514
2179,"50.0402,7",55,1515
2386,"51.0602,7",55,1516
25,"1.0303,5",55,1517
715,"15.1204,5",55,1518
2340,"51.0101,18",54,1519
1083,"26.021,7",54,1520
1047,"25.0101,17",54,1521
348,"13.1201,5",54,1522
1595,"39.0701,17",54,1523
1041,"24.0103,17",54,1524
2605,"51.2306,17",54,1525
2814,"52.0303,5",54,1526
2257,"50.0712,5",54,1527
727,"15.1501,17",54,1528
774,"16.0303,5",54,1529
595,"14.2801,7",53,1530
717,"15.1301,5",53,1531
2228,"50.0605,7",53,1532
1953,"45.0299,5",53,1533
886,"19.0101,17",53,1534
1476,"30.2501,17",52,1535
2109,"5.0124,5",52,1536
1240,"26.1104,5",52,1537
1710,"40.0699,17",52,1538
2810,"52.0301,17",52,1539
2259,"50.0713,5",52,1540
2783,"52.0204,7",52,1541
2333,"51.0,17",52,1542
851,"16.1199,7",51,1543
1778,"42.2707,17",51,1544
2451,"51.0911,7",51,1545
1561,"38.0299,5",51,1546
1682,"40.0507,7",51,1547
114,"1.1201,17",51,1548
883,"16.9999,7",51,1549
1274,"26.131,7",51,1550
2112,"5.0125,5",51,1551
1948,"45.0203,5",51,1552
2279,"50.0905,17",50,1553
2220,"50.0599,7",50,1554
780,"16.04,5",50,1555
2280,"50.0905,5",50,1556
1822,"42.2811,7",50,1557
2054,"49.0199,7",50,1558
2303,"50.0912,7",50,1559
138,"10.0303,5",50,1560
2272,"50.0903,18",50,1561
2978,"54.0102,5",50,1562
285,"13.0607,7",50,1563
823,"16.0904,5",50,1564
1421,"30.0501,17",50,1565
105,"1.1105,5",50,1566
2281,"50.0905,7",50,1567
1622,"4.0401,7",49,1568
245,"13.0403,17",49,1569
915,"19.0599,7",49,1570
943,"19.0799,7",49,1571
2382,"51.0599,7",49,1572
2955,"52.1905,5",49,1573
1642,"40.0101,7",49,1574
305,"13.1005,5",49,1575
2028,"46.0499,5",49,1576
90,"1.1099,5",48,1577
1962,"45.0501,7",48,1578
2540,"51.2004,7",48,1579
1957,"45.0301,7",48,1580
1885,"43.0299,5",48,1581
1376,"3.0206,5",48,1582
2126,"5.0134,5",48,1583
2431,"51.0816,5",48,1584
580,"14.2201,7",48,1585
309,"13.1006,7",48,1586
140,"10.0304,7",47,1587
2949,"52.1899,5",47,1588
901,"19.0403,5",47,1589
813,"16.09,17",47,1590
56,"1.0701,7",47,1591
1379,"3.0207,5",47,1592
1996,"45.0902,5",47,1593
1818,"42.281,5",47,1594
2769,"52.0101,18",46,1595
2682,"51.3601,5",46,1596
1646,"40.0202,17",46,1597
2670,"51.3301,7",46,1598
12,"1.0105,5",46,1599
740,"15.1601,7",46,1600
574,"14.2001,7",46,1601
1377,"3.0206,7",46,1602
279,"13.0603,17",46,1603
2249,"50.0708,7",46,1604
1559,"38.0206,7",46,1605
2890,"52.1004,5",46,1606
2106,"5.0123,5",46,1607
1214,"26.1002,17",45,1608
274,"13.0501,5",45,1609
2328,"50.1099,5",45,1610
693,"15.0801,7",45,1611
859,"16.1203,5",45,1612
734,"15.1503,7",44,1613
2650,"51.2703,5",44,1614
2170,"50.0302,5",44,1615
2154,"5.021,7",44,1616
769,"16.0301,7",44,1617
249,"13.0404,5",44,1618
1777,"42.2706,7",44,1619
465,"13.1337,7",44,1620
919,"19.0604,5",44,1621
3004,"9.0199,17",44,1622
1395,"3.0506,7",43,1623
290,"13.0701,5",43,1624
387,"13.1307,17",43,1625
405,"13.1314,17",43,1626
2072,"5.0105,7",43,1627
1592,"39.0699,18",43,1628
879,"16.1603,7",43,1629
2021,"45.9999,17",43,1630
1364,"3.0199,5",43,1631
849,"16.1199,17",43,1632
1387,"3.0501,17",42,1633
833,"16.0999,7",42,1634
2130,"5.0199,7",42,1635
2979,"54.0102,7",42,1636
166,"11.0202,7",42,1637
6,"1.0102,7",42,1638
1705,"40.0605,5",42,1639
1749,"41.0,5",42,1640
2252,"50.071,5",42,1641
2641,"51.2505,17",41,1642
2270,"50.0902,7",41,1643
1222,"26.1006,5",41,1644
124,"1.9999,7",41,1645
2543,"51.2006,5",41,1646
2986,"54.0105,5",41,1647
1161,"26.0801,7",41,1648
2404,"51.0707,7",41,1649
3011,"9.0402,7",41,1650
1950,"45.0204,5",41,1651
98,"1.1103,17",41,1652
2341,"51.0201,17",41,1653
2139,"5.0202,7",41,1654
756,"16.0105,5",40,1655
906,"19.0501,17",40,1656
1860,"43.0111,7",40,1657
2626,"51.2314,17",40,1658
2327,"50.1004,7",40,1659
1275,"26.1399,17",40,1660
1381,"3.0208,5",40,1661
2208,"50.0505,5",40,1662
2468,"51.1002,5",40,1663
26,"1.0303,7",40,1664
1306,"27.0199,7",40,1665
2676,"51.3306,7",40,1666
547,"14.1003,7",40,1667
2900,"52.1201,17",40,1668
2286,"50.0907,17",40,1669
930,"19.0704,7",39,1670
1751,"41.0101,5",39,1671
2590,"51.2212,17",39,1672
1832,"42.2899,17",39,1673
701,"15.0903,5",39,1674
92,"1.1101,17",39,1675
2485,"51.1102,7",39,1676
2117,"5.0127,5",39,1677
2282,"50.0906,17",39,1678
342,"13.1102,17",39,1679
1334,"27.0599,7",38,1680
716,"15.1299,5",38,1681
1239,"26.1104,17",38,1682
1842,"43.0103,17",38,1683
1380,"3.0207,7",38,1684
1386,"3.0301,7",38,1685
750,"16.0103,5",38,1686
1680,"40.0507,17",38,1687
2848,"52.0803,7",38,1688
54,"1.0699,5",38,1689
1032,"23.9999,17",37,1690
1787,"42.2799,7",37,1691
1224,"26.1007,17",37,1692
1967,"45.0602,17",37,1693
128,"10.0201,5",37,1694
1071,"26.0205,17",37,1695
