AGY,OCC,EMPLOYMENT
AR,304,74
AR,305,304
AR,306,74
AR,308,99
AR,309,22
AR,313,2
AR,318,1506
AR,319,16
AR,322,2
AR,326,307
AR,332,9
AR,335,228
AR,340,2498
AR,341,1058
AR,342,172
AR,343,6682
AR,344,431
AR,346,7876
AR,350,2
AR,356,1
AR,360,29
AR,361,11
AR,382,2
AR,390,8
AR,391,929
AR,392,19
AR,394,2
AR,399,235
AR,401,3406
AR,403,171
AR,404,152
AR,405,9
AR,408,88
AR,413,71
AR,414,18
AR,415,19
AR,430,16
AR,435,1
AR,437,2
AR,440,1
AR,454,2
AR,455,1
AR,457,5
AR,460,78
AR,462,58
AR,470,6
AR,471,11
AR,480,10
AR,482,88
AR,486,118
AR,499,68
AR,501,1855
AR,503,607
AR,505,209
AR,510,1145
AR,511,1098
AR,525,350
AR,530,44
AR,540,15
AR,544,75
AR,545,95
AR,560,3612
AR,561,173
AR,599,38
AR,601,413
AR,602,1373
AR,603,421
AR,610,6288
AR,620,3025
AR,621,674
AR,622,127
AR,630,99
AR,631,120
AR,633,256
AR,635,4
AR,636,381
AR,638,5
AR,640,1885
AR,642,53
AR,644,497
AR,645,884
AR,646,79
AR,647,543
AR,648,14
AR,649,413
AR,651,156
AR,660,758
AR,661,805
AR,662,80
AR,665,110
AR,667,19
AR,668,18
AR,669,91
AR,670,83
AR,671,1665
AR,673,88
AR,675,1009
AR,679,2975
AR,680,139
AR,681,1017
AR,682,147
AR,683,96
AR,685,1
AR,688,11
AR,690,262
AR,698,41
AR,701,38
AR,704,38
AR,801,5350
AR,802,3128
AR,803,143
AR,804,30
AR,806,214
AR,807,62
AR,808,441
AR,809,1033
AR,810,5974
AR,817,128
AR,819,616
AR,830,3160
AR,840,2
AR,850,1186
AR,854,1256
AR,855,2376
AR,856,823
AR,858,52
AR,861,663
AR,871,6
AR,873,21
AR,880,1
AR,890,3
AR,893,332
AR,895,91
AR,896,242
AR,899,299
AR,901,58
AR,904,12
AR,905,1536
AR,950,513
AR,962,229
AR,963,13
AR,967,6
AR,986,142
AR,998,80
AR,999,1
AR,1001,239
AR,1008,64
AR,1010,16
AR,1015,110
AR,1016,64
AR,1020,23
AR,1035,1093
AR,1040,48
AR,1051,4
AR,1054,2
AR,1056,2
AR,1060,76
AR,1071,116
AR,1082,159
AR,1083,345
AR,1084,281
AR,1087,21
AR,1099,10
AR,1101,1562
AR,1102,6122
AR,1103,53
AR,1104,4
AR,1105,331
AR,1106,129
AR,1109,38
AR,1130,18
AR,1150,122
AR,1152,1594
AR,1160,1
AR,1170,820
AR,1171,54
AR,1173,352
AR,1176,56
AR,1199,30
AR,1222,28
AR,1301,1109
AR,1306,89
AR,1310,290
AR,1311,166
AR,1313,39
AR,1315,47
AR,1316,71
AR,1320,639
AR,1321,6
AR,1340,44
AR,1341,8
AR,1350,321
AR,1360,14
AR,1361,5
AR,1370,84
AR,1371,40
AR,1372,7
AR,1373,49
AR,1374,16
AR,1382,30
AR,1384,26
AR,1386,1
AR,1397,5
AR,1399,18
AR,1410,156
AR,1411,116
AR,1412,58
AR,1420,29
AR,1421,9
AR,1499,1
AR,1501,2
AR,1515,1445
AR,1520,102
AR,1521,1
AR,1529,28
AR,1530,43
AR,1531,37
AR,1550,1187
AR,1599,32
AR,1601,800
AR,1603,97
AR,1630,12
AR,1640,534
AR,1654,39
AR,1658,6
AR,1667,91
AR,1670,1923
AR,1699,3
AR,1701,2618
AR,1702,1120
AR,1710,4
AR,1712,3485
AR,1720,6
AR,1725,1
AR,1730,3
AR,1740,431
AR,1750,505
AR,1799,1
AR,1801,547
AR,1802,85
AR,1805,138
AR,1810,33
AR,1811,290
AR,1815,5
AR,1825,8
AR,1895,7
AR,1910,1672
AR,1999,2
AR,2001,1098
AR,2003,1115
AR,2005,3292
AR,2010,693
AR,2030,61
AR,2032,53
AR,2091,19
AR,2099,5
AR,2101,337
AR,2102,693
AR,2130,728
AR,2131,61
AR,2150,119
AR,2151,360
AR,2152,574
AR,2154,116
AR,2161,45
AR,2181,1164
AR,2183,5
AR,2185,134
AR,2210,11609
AR,2299,24
AR,2501,1
AR,2502,75
AR,2504,24
AR,2601,199
AR,2602,214
AR,2604,2306
AR,2606,178
AR,2608,28
AR,2610,460
AR,2801,31
AR,2805,365
AR,2810,347
AR,2854,165
AR,2892,150
AR,3101,41
AR,3105,109
AR,3106,6
AR,3111,42
AR,3301,1
AR,3306,46
AR,3359,36
AR,3378,216
AR,3401,168
AR,3414,945
AR,3416,108
AR,3428,1
AR,3501,195
AR,3502,414
AR,3511,3
AR,3546,12
AR,3566,7
AR,3601,35
AR,3602,3
AR,3603,11
AR,3605,1
AR,3606,5
AR,3610,5
AR,3701,69
AR,3703,626
AR,3705,60
AR,3707,13
AR,3711,121
AR,3712,10
AR,3725,7
AR,3769,10
AR,3801,109
AR,3802,2
AR,3806,571
AR,3809,78
AR,3869,13
AR,3901,7
AR,4010,26
AR,4101,5
AR,4102,576
AR,4104,20
AR,4201,9
AR,4204,121
AR,4206,112
AR,4255,3
AR,4301,40
AR,4352,49
AR,4361,8
AR,4373,5
AR,4401,1
AR,4402,5
AR,4417,2
AR,4601,1
AR,4602,85
AR,4604,79
AR,4605,5
AR,4607,170
AR,4616,5
AR,4701,255
AR,4714,13
AR,4715,16
AR,4737,113
AR,4741,1
AR,4742,207
AR,4749,1653
AR,4754,26
AR,4801,243
AR,4804,63
AR,4805,2
AR,4816,67
AR,4818,71
AR,4819,1
AR,4840,5
AR,4850,25
AR,5001,2
AR,5003,19
AR,5026,45
AR,5042,1
AR,5048,12
AR,5201,14
AR,5205,19
AR,5210,79
AR,5301,163
AR,5306,210
AR,5309,30
AR,5310,2
AR,5318,422
AR,5323,19
AR,5334,140
AR,5350,160
AR,5352,373
AR,5378,246
AR,5401,139
AR,5402,67
AR,5406,37
AR,5407,320
AR,5408,47
AR,5409,82
AR,5413,172
AR,5415,3
AR,5423,137
AR,5426,1119
AR,5439,1
AR,5701,111
AR,5703,1187
AR,5704,169
AR,5705,86
AR,5716,600
AR,5725,193
AR,5729,43
AR,5736,29
AR,5737,36
AR,5738,40
AR,5782,90
AR,5784,115
AR,5786,95
AR,5788,174
AR,5801,7079
AR,5803,3708
AR,5806,118
AR,5823,295
AR,5876,7
AR,6501,596
AR,6502,843
AR,6505,48
AR,6511,90
AR,6601,64
AR,6605,214
AR,6610,495
AR,6641,68
AR,6652,3
AR,6901,43
AR,6904,418
AR,6907,1539
AR,6910,268
AR,6912,393
AR,6913,22
AR,6914,1
AR,7001,9
AR,7002,56
AR,7006,7
AR,7009,27
AR,7301,3
AR,7304,15
AR,7305,5
AR,7401,6
AR,7402,14
AR,7404,334
AR,7407,1
AR,7408,334
AR,7601,6
AR,7603,14
AR,8201,8
AR,8255,90
AR,8268,99
AR,8602,244
AR,8610,7
AR,8801,77
AR,8810,73
AR,8840,302
AR,8852,2263
AR,8862,32
CM,18,35
CM,19,7
CM,20,2
CM,28,21
CM,80,99
CM,81,14
CM,83,18
CM,86,15
CM,89,57
CM,101,42
CM,110,505
CM,130,22
CM,131,12
CM,132,10
CM,150,235
CM,170,9
CM,180,8
CM,190,1
CM,193,1
CM,199,21
CM,201,420
CM,203,78
CM,260,55
CM,299,1
CM,301,1891
CM,303,9118
CM,305,17
CM,306,10
CM,308,4
CM,309,1
CM,313,4
CM,318,171
CM,322,1
CM,326,85
CM,332,11
CM,335,21
CM,340,208
CM,341,151
CM,342,57
CM,343,1623
CM,344,22
CM,346,19
CM,350,67
CM,361,3
CM,391,64
CM,394,1
CM,399,28
CM,401,509
CM,403,17
CM,404,70
CM,408,77
CM,410,14
CM,413,4
CM,415,2
CM,440,24
CM,480,81
CM,482,860
CM,486,22
CM,499,8
CM,501,174
CM,503,5
CM,505,13
CM,510,327
CM,511,73
CM,525,72
CM,544,9
CM,560,289
CM,561,4
CM,599,6
CM,601,2
CM,610,7
CM,679,1
CM,690,6
CM,696,89
CM,701,5
CM,801,188
CM,802,156
CM,803,3
CM,804,11
CM,806,75
CM,808,17
CM,809,4
CM,810,49
CM,817,2
CM,819,19
CM,830,152
CM,840,5
CM,850,47
CM,854,35
CM,855,325
CM,856,455
CM,858,9
CM,861,10
CM,871,3
CM,893,55
CM,896,13
CM,899,29
CM,901,18
CM,904,2
CM,905,1197
CM,930,1
CM,950,144
CM,962,5
CM,963,262
CM,986,18
CM,1001,96
CM,1008,4
CM,1016,2
CM,1020,3
CM,1035,107
CM,1040,7
CM,1060,1
CM,1071,17
CM,1082,41
CM,1083,26
CM,1084,32
CM,1087,2
CM,1101,647
CM,1102,310
CM,1104,4
CM,1105,11
CM,1106,3
CM,1109,50
CM,1140,554
CM,1150,24
CM,1152,2
CM,1160,2
CM,1165,9
CM,1170,20
CM,1176,9
CM,1199,1
CM,1202,4
CM,1220,360
CM,1222,341
CM,1223,46
CM,1224,8614
CM,1226,194
CM,1301,858
CM,1306,20
CM,1310,429
CM,1311,135
CM,1313,8
CM,1315,262
CM,1316,1
CM,1320,289
CM,1321,7
CM,1330,3
CM,1340,2479
CM,1341,199
CM,1350,2
CM,1360,206
CM,1370,147
CM,1371,143
CM,1372,58
CM,1374,6
CM,1382,3
CM,1399,43
CM,1410,41
CM,1411,12
CM,1412,60
CM,1421,1
CM,1501,3
CM,1515,40
CM,1520,49
CM,1529,416
CM,1530,1504
CM,1531,556
CM,1550,300
CM,1599,44
CM,1601,10
CM,1603,1
CM,1640,34
CM,1654,9
CM,1670,25
CM,1701,28
CM,1702,1
CM,1712,41
CM,1720,4
CM,1740,1
CM,1750,9
CM,1801,287
CM,1802,26
CM,1810,7
CM,1811,206
CM,1862,20
CM,1910,1
CM,2001,6
CM,2003,8
CM,2005,22
CM,2010,12
CM,2030,1
CM,2101,10
CM,2102,6
CM,2130,2
CM,2131,3
CM,2150,1
CM,2151,1
CM,2210,3315
CM,2299,19
CM,2601,1
CM,2604,9
CM,2805,25
CM,2810,1
CM,3502,14
CM,3566,14
CM,3806,2
CM,4102,2
CM,4204,4
CM,4206,1
CM,4607,1
CM,4701,3
CM,4742,34
CM,4745,3
CM,4749,59
CM,4804,1
CM,5003,12
CM,5201,4
CM,5210,1
CM,5306,16
CM,5313,4
CM,5378,1
CM,5703,22
CM,5803,2
CM,5823,2
CM,5876,1
CM,6907,56
CM,6910,1
CM,7002,1
CM,9901,80
CM,9916,7
CM,9920,11
CM,9923,6
CM,9924,50
CM,9927,47
CM,9931,23
CM,9932,25
CM,9933,20
CM,9934,30
CM,9944,3
CM,9954,19
CM,9957,6
CM,9960,4
CM,9965,1
CM,9968,20
CM,9971,7
CM,9973,21
CU,80,8
CU,86,1
CU,89,2
CU,110,5
CU,132,1
CU,201,29
CU,203,6
CU,260,3
CU,301,47
CU,303,33
CU,308,2
CU,318,1
CU,335,1
CU,340,2
CU,342,1
CU,343,18
CU,344,11
CU,501,24
CU,503,5
CU,505,2
CU,510,23
CU,511,9
CU,525,3
CU,560,3
CU,580,761
CU,905,35
CU,950,2
CU,1001,1
CU,1035,1
CU,1083,2
CU,1084,1
CU,1101,1
CU,1102,8
CU,1160,12
CU,1411,1
CU,1640,1
CU,1811,1
CU,2005,2
CU,2210,41
DD,17,2
DD,18,246
DD,19,7
DD,20,1
DD,28,206
DD,29,10
DD,50,1
DD,62,4
DD,80,1804
DD,81,148
DD,83,1004
DD,85,29
DD,86,71
DD,89,81
DD,95,1
DD,101,166
DD,102,3
DD,110,22
DD,130,251
DD,131,15
DD,132,342
DD,142,2
DD,150,2
DD,160,1
DD,170,32
DD,180,131
DD,181,9
DD,184,1
DD,185,114
DD,188,1
DD,190,34
DD,193,11
DD,201,1678
DD,203,115
DD,260,187
DD,299,2
DD,301,6948
DD,302,1
DD,303,1601
DD,304,1
DD,305,98
DD,306,72
DD,308,32
DD,318,578
DD,322,1
DD,326,387
DD,332,15
DD,335,70
DD,340,587
DD,341,213
DD,342,58
DD,343,5045
DD,344,239
DD,346,642
DD,350,11
DD,360,2
DD,361,9
DD,390,24
DD,391,519
DD,392,1
DD,399,38
DD,401,129
DD,403,36
DD,404,16
DD,405,12
DD,413,5
DD,414,2
DD,415,3
DD,437,1
DD,501,3111
DD,503,303
DD,505,83
DD,510,2752
DD,511,4881
DD,525,2795
DD,530,458
DD,540,3
DD,544,345
DD,545,1386
DD,560,768
DD,561,9
DD,599,85
DD,601,155
DD,602,321
DD,603,35
DD,610,996
DD,620,152
DD,621,82
DD,622,19
DD,630,24
DD,631,43
DD,633,47
DD,636,16
DD,638,7
DD,639,2
DD,640,130
DD,642,5
DD,644,145
DD,645,14
DD,646,25
DD,647,59
DD,648,1
DD,649,39
DD,651,20
DD,660,123
DD,661,79
DD,662,8
DD,665,44
DD,667,7
DD,668,3
DD,669,24
DD,670,26
DD,671,276
DD,673,2
DD,675,63
DD,679,177
DD,680,17
DD,681,52
DD,682,12
DD,683,4
DD,690,24
DD,696,4
DD,698,2
DD,701,4
DD,801,2254
DD,802,75
DD,803,24
DD,804,7
DD,806,12
DD,808,9
DD,809,9
DD,810,29
DD,819,12
DD,830,99
DD,840,3
DD,850,38
DD,854,231
DD,855,701
DD,856,81
DD,858,22
DD,861,120
DD,893,19
DD,896,138
DD,899,6
DD,901,10
DD,904,4
DD,905,779
DD,950,154
DD,962,413
DD,963,1
DD,967,1
DD,986,15
DD,998,12
DD,1001,109
DD,1008,2
DD,1010,1
DD,1015,3
DD,1016,6
DD,1020,6
DD,1035,208
DD,1040,20
DD,1060,15
DD,1071,141
DD,1082,69
DD,1083,9
DD,1084,101
DD,1087,4
DD,1101,3754
DD,1102,7709
DD,1103,248
DD,1104,464
DD,1105,462
DD,1106,325
DD,1107,35
DD,1109,4
DD,1130,9
DD,1144,1211
DD,1150,772
DD,1152,22
DD,1160,13
DD,1163,3
DD,1170,17
DD,1173,1
DD,1176,54
DD,1199,78
DD,1301,135
DD,1306,13
DD,1310,24
DD,1311,9
DD,1313,2
DD,1320,81
DD,1321,1
DD,1340,1
DD,1370,2
DD,1382,8
DD,1384,9
DD,1410,51
DD,1411,43
DD,1412,34
DD,1420,4
DD,1501,1
DD,1510,18
DD,1515,512
DD,1520,1
DD,1529,9
DD,1530,25
DD,1550,301
DD,1599,2
DD,1601,25
DD,1603,10
DD,1640,177
DD,1654,6
DD,1667,18
DD,1670,120
DD,1699,1
DD,1701,7125
DD,1702,1502
DD,1710,2883
DD,1712,541
DD,1720,15
DD,1725,2
DD,1730,11
DD,1740,15
DD,1750,338
DD,1799,1
DD,1801,154
DD,1802,2
DD,1805,42
DD,1810,151
DD,1811,454
DD,1825,1
DD,1860,2
DD,1910,4306
DD,1999,10
DD,2001,990
DD,2003,742
DD,2005,995
DD,2010,1410
DD,2030,329
DD,2032,46
DD,2091,2808
DD,2099,35
DD,2101,17
DD,2102,347
DD,2130,168
DD,2131,7
DD,2135,5
DD,2150,30
DD,2151,46
DD,2161,2
DD,2181,11
DD,2210,7411
